nm	mua[cm-1]	musp[cm-1]
1280.0	1.231	1.4534241283450646
1282.0	1.266	1.4512045987670013
1284.0	1.273	1.448992331993867
1286.0	1.277	1.446787290497462
1288.0	1.309	1.4445894370193444
1290.0	1.302	1.442398734568332
1292.0	1.321	1.4402151464180277
1294.0	1.354	1.4380386361043762
1296.0	1.356	1.435869167423247
1298.0	1.395	1.4337067044280452
1300.0	1.4169999999999998	1.4315512114273479
1302.0	1.43	1.4294026529825692
1304.0	1.485	1.4272609939056495
1306.0	1.496	1.4251261992567725
1308.0	1.539	1.4229982343421042
1310.0	1.588	1.4208770647115623
1312.0	1.608	1.4187626561566062
1314.0	1.673	1.416654974708052
1316.0	1.713	1.4145539866339139
1318.0	1.761	1.4124596584372677
1320.0	1.853	1.410371956854138
1322.0	1.892	1.408290848851409
1324.0	1.956	1.4062163016247584
1326.0	2.043	1.4041482825966132
1328.0	2.092	1.4020867594141282
1330.0	2.178	1.4000316999471885
1332.0	2.271	1.3979830722864286
1334.0	2.35	1.3959408447412796
1336.0	2.443	1.3939049858380332
1338.0	2.506	1.3918754643179276
1340.0	2.58	1.3898522491352543
1342.0	2.716	1.3878353094554863
1344.0	2.76	1.3858246146534248
1346.0	2.849	1.3838201343113665
1348.0	2.924	1.3818218382172909
1350.0	3.009	1.3798296963630667
1352.0	3.121	1.3778436789426778
1354.0	3.148	1.3758637563504659
1356.0	3.246	1.3738898991793973
1358.0	3.313	1.37192207821934
1360.0	3.403	1.3699602644553683
1362.0	3.488	1.3680044290660767
1364.0	3.5970000000000004	1.3660545434219176
1366.0	3.694	1.3641105790835533
1368.0	3.797	1.3621725078002285
1370.0	3.954	1.360240301508155
1372.0	4.14	1.3583139323289188
1374.0	4.385	1.3563933725678996
1376.0	4.623	1.3544785947127094
1378.0	4.925	1.3525695714316448
1380.0	5.33	1.35066627557216
1382.0	5.806	1.3487686801593497
1384.0	6.504	1.3468767583944528
1386.0	7.199999999999999	1.344990483653368
1388.0	8.092	1.3431098294851866
1390.0	9.018	1.341234769610741
1392.0	5.096	1.3393652779211656
1394.0	5.5045	1.3375013284764747
1396.0	6.041	1.335642895504155
1398.0	6.53	1.33378995339777
1400.0	7.024	1.3319424767155823
1402.0	7.537000000000001	1.330100440179187
1404.0	8.046	1.3282638186721594
1406.0	8.556000000000001	1.3264325872387186
1408.0	9.0	1.3246067210824024
1410.0	9.382	1.3227861955647555
1412.0	9.824	1.3209709862040333
1414.0	10.08	1.3191610686739152
1416.0	10.29	1.317356418802235
1418.0	10.68	1.3155570125697198
1420.0	10.91	1.3137628261087457
1422.0	11.15	1.3119738357021014
1424.0	11.33	1.3101900177817687
1426.0	11.53	1.3084113489277116
1428.0	11.71	1.30663780586668
1430.0	11.86	1.3048693654710235
1432.0	12.02	1.303106004757517
1434.0	12.07	1.3013477008861996
1436.0	12.22	1.2995944311592236
1438.0	12.18	1.2978461730197148
1440.0	12.31	1.2961029040506438
1442.0	12.39	1.2943646019737105
1444.0	12.68	1.292631244648236
1446.0	12.42	1.2909028100700688
1448.0	12.53	1.2891792763705
1450.0	12.61	1.287460621815187
1452.0	12.48	1.285746824803093
1454.0	12.39	1.2840378638654328
1456.0	12.65	1.2823337176646281
1458.0	12.65	1.2806343649932759
1460.0	12.73	1.2789397847731254
1462.0	12.57	1.2772499560540653
1464.0	12.39	1.2755648580131185
1466.0	12.31	1.2738844699534506
1468.0	12.4	1.272208771303384
1470.0	12.13	1.2705377416154244
1472.0	12.03	1.2688713605652948
1474.0	12.03	1.2672096079509787
1476.0	11.72	1.2655524636917728
1478.0	11.73	1.2638999078273503
1480.0	11.579999999999998	1.2622519205168308
1482.0	11.32	1.260608482037859
1484.0	11.14	1.2589695727856938
1486.0	11.080000000000002	1.257335173272306
1488.0	10.81	1.2557052641254811
1490.0	10.760000000000002	1.254079826087936
1492.0	10.55	1.2524588400164394
1494.0	10.36	1.2508422868809421
1496.0	10.16	1.2492301477637164
1498.0	9.843	1.247622403858501
1500.0	9.729	1.2460190364696586
