nm	mua[cm-1]	musp[cm-1]
1480.0	0.3359	3.952
1482.0	0.3211	3.95
1484.0	0.3069	3.953
1486.0	0.2953	3.957
1488.0	0.2758	3.945
1490.0	0.2734999999999999	3.927
1492.0	0.2612	3.941
1494.0	0.2501	3.928
1496.0	0.2426	3.918
1498.0	0.239	3.93
1500.0	0.2297	3.931
1502.0	0.2243	3.915
1504.0	0.2199999999999999	3.893
1506.0	0.2135	3.902
1508.0	0.21	3.887
1510.0	0.2102	3.887
1512.0	0.2111	3.875
1514.0	0.2108	3.876
1516.0	0.2096	3.865
1518.0	0.2068	3.864
1520.0	0.2058	3.865
1522.0	0.2061	3.868
1524.0	0.2072	3.858
1526.0	0.2135	3.833
1528.0	0.2071	3.849
1530.0	0.2068	3.844
1532.0	0.213	3.818
1534.0	0.2138	3.815
1536.0	0.2213	3.813
1538.0	0.2216	3.811
1540.0	0.2219	3.792
1542.0	0.2208999999999999	3.8
1544.0	0.2208999999999999	3.792
1546.0	0.2069	3.796
1548.0	0.1839	3.772
1550.0	0.1747	3.768
1552.0	0.1658	3.777
1554.0	0.164	3.786
1556.0	0.1651	3.756
1558.0	0.1646	3.751
1560.0	0.1575	3.751
1562.0	0.1528	3.755
1564.0	0.1523	3.757
1566.0	0.1406	3.728
1568.0	0.1433	3.738
1570.0	0.1432	3.741
1572.0	0.143	3.732
1574.0	0.1427999999999999	3.7
1576.0	0.1313	3.723
1578.0	0.1251	3.697
1580.0	0.1247	3.705
1582.0	0.1196	3.684
1584.0	0.1252	3.683
1586.0	0.1255	3.681
1588.0	0.1245	3.686
1590.0	0.1233	3.683
1592.0	0.1298	3.675
1594.0	0.1324	3.672
1596.0	0.1301	3.687
1598.0	0.1282	3.674
