nm	musp[cm-1]
450.0	54.53903114417688
451.0008703220191	54.2639202342358
452.0017406440383	53.99158715989919
453.00261096605743	53.72199610847607
454.0034812880766	53.45511181308093
455.00435161009574	53.19089954310015
456.00522193211486	52.92932509484528
457.00609225413405	52.670354782389914
458.00696257615317	52.41395542858554
459.0078328981723	52.16009435625295
460.0087032201915	51.90873937954505
461.0095735422106	51.65985879547764
462.0104438642298	51.4134213756243
463.0113141862489	51.16939635797214
464.01218450826804	50.92775343893454
465.0130548302872	50.68846276551802
466.01392515230634	50.4514949276396
467.0147954743255	50.216820950591426
468.01566579634465	49.98441228764984
469.0165361183638	49.754240812825365
470.01740644038296	49.526278813751084
471.0182767624021	49.30049898470625
472.0191470844212	49.07687441977209
473.0200174064404	48.85537860611745
474.0208877284595	48.63598541741128
475.0217580504787	48.4186691073592
476.0226283724978	48.2034043033619
477.02349869451695	47.99016600029244
478.0243690165361	47.778929554390274
479.02523933855525	47.569670677269364
480.02610966057443	47.36236543003822
481.02697998259356	47.15699021752925
482.0278503046127	46.953521782635534
483.02872062663187	46.75193720075245
484.029590948651	46.55221387432229
485.0304612706701	46.35432952747948
486.0313315926893	46.158262200794574
487.0322019147084	45.963990246114925
488.0330722367276	45.77149232149993
489.03394255874673	45.58074738624916
490.0348128807659	45.39173469602119
491.03568320278504	45.20443379804168
492.03655352480416	45.01882452639847
493.03742384682334	44.83488699742225
494.03829416884247	44.65260160515099
495.0391644908616	44.47194901687627
496.0400348128808	44.292910168770184
497.0409051348999	44.11546626159098
498.041775456919	43.939598756465834
499.0426457789382	43.765289370749414
500.04351610095733	43.59252007395662
501.0443864229765	43.421273083767815
502.04525674499564	43.25153086210561
503.0461270670148	43.08327611128121
504.04699738903395	42.91649177020939
505.0478677110531	42.751161010690524
506.04873803307225	42.58726723375838
507.0496083550914	42.42479406609249
508.0504786771105	42.263725356493595
509.0513489991297	42.10404517242124
510.0522193211488	41.94573779659209
511.053089643168	41.78878772363784
512.0539599651871	41.63317965682151
513.0548302872063	41.47889850481115
514.0557006092254	41.3259293785097
515.0565709312446	41.174257587939806
516.0574412532637	41.023868639183014
517.0583115752829	40.87474823137156
518.059181897302	40.72688225373251
519.0600522193212	40.5802567826825
520.0609225413402	40.434858078972944
521.0617928633594	40.29067258488386
522.0626631853786	40.147686921466025
523.0635335073978	40.0058878858304
524.0644038294168	39.86526244848365
525.065274151436	39.7257977507092
526.0661444734552	39.58748110199287
527.0670147954743	39.45029997749228
528.0678851174935	39.314242015548864
529.0687554395126	39.17929501524247
530.0696257615318	39.045446933986696
531.0704960835509	38.91268588516528
532.0713664055701	38.78100013580779
533.0722367275891	38.65037810430465
534.0731070496083	38.520808358160366
535.0739773716275	38.39227961178425
536.0748476936467	38.2647807243182
537.0757180156658	38.13830069750048
538.0765883376849	38.01282867356519
539.0774586597041	37.88835393317649
540.0783289817232	37.76486589339718
541.0791993037424	37.642354105690714
542.0800696257616	37.52080825395636
543.0809399477807	37.400218152596665
544.0818102697998	37.28057374461663
545.082680591819	37.16186509975424
546.083550913838	37.04408241264148
547.0844212358572	36.927216000995585
548.0852915578764	36.81125630383961
549.0861618798956	36.69619387975227
550.0870322019147	36.58201940514594
551.0879025239338	36.46872367257286
552.088772845953	36.356297589058656
553.0896431679721	36.244732174462904
554.0905134899913	36.13401855986604
555.0913838120105	36.02414798598242
556.0922541340296	35.915111801598826
557.0931244560487	35.806901462038006
558.0939947780679	35.69950852764693
559.0948651000871	35.59292466230919
560.0957354221061	35.487141631981245
561.0966057441253	35.382151303251725
562.0974760661445	35.277945641924106
563.0983463881636	35.174516711621486
564.0992167101828	35.071856672413716
565.1000870322019	34.96995777946617
566.100957354221	34.86881238170993
567.1018276762402	34.76841292053289
568.1026979982594	34.668751928491446
569.1035683202786	34.56982202804256
570.1044386422976	34.47161593029551
571.1053089643168	34.37412643378341
572.106179286336	34.27734642325372
573.107049608355	34.181268868477865
574.1079199303742	34.08588682307908
575.1087902523934	33.991193423378895
576.1096605744125	33.897181887261105
577.1105308964317	33.803845513053616
578.1114012184509	33.71117767842751
579.1122715404699	33.61917183931308
580.1131418624891	33.52782152883259
581.1140121845083	33.437120356249466
582.1148825065275	33.347062005933644
583.1157528285465	33.25764023634274
584.1166231505657	33.16884887901881
585.1174934725848	33.08068183760051
586.118363794604	32.99313308685025
587.1192341166231	32.906196671696165
588.1201044386423	32.81986670628874
589.1209747606615	32.73413737307164
590.1218450826806	32.64900292186659
591.1227154046998	32.564457668972295
592.1235857267188	32.48049599627673
593.124456048738	32.39711235038292
594.1253263707572	32.31430124174788
595.1261966927764	32.232057243834475
596.1270670147954	32.15037499227595
597.1279373368146	32.06924918405301
598.1288076588337	31.98867457668319
599.1296779808529	31.90864598742236
600.1305483028721	31.829158292477995
601.1314186248912	31.750206426234282
602.1322889469104	31.67178538048864
603.1331592689295	31.593890203699594
604.1340295909487	31.51651600024573
605.1348999129677	31.439657929695656
606.1357702349869	31.36331120608868
607.1366405570061	31.28747109722606
608.1375108790253	31.212132923972746
609.1383812010444	31.137292059569237
610.1392515230635	31.062943928953647
611.1401218450827	30.989084008093602
612.1409921671018	30.91570782332789
613.141862489121	30.842810950717762
614.1427328111401	30.770389015407567
615.1436031331593	30.698437690994805
616.1444734551784	30.626952698909193
617.1453437771976	30.555929807800773
618.1462140992166	30.485364832936856
619.1470844212358	30.41525363560771
620.147954743255	30.345592122540666
621.1488250652742	30.276376245322847
622.1496953872933	30.207601999832058
623.1505657093124	30.13926542567578
624.1514360313316	30.071362605638384
625.1523063533507	30.003889665136057
626.1531766753699	29.93684277167959
627.1540469973891	29.870218134344785
628.1549173194082	29.804012003250445
629.1557876414273	29.738220669043667
630.1566579634465	29.67284046239254
631.1575282854656	29.607867753485955
632.1583986074847	29.543298951540496
633.1592689295039	29.47913050431431
634.1601392515231	29.415358897627723
635.1610095735422	29.351980654890788
636.1618798955614	29.288992336637197
637.1627502175805	29.226390540065
638.1636205395996	29.16417189858354
639.1644908616188	29.10233308136682
640.165361183638	29.040870792913047
641.1662315056572	28.979781772610384
642.1671018276762	28.919062794308623
643.1679721496954	28.8587106658969
644.1688424717145	28.798722228887232
645.1697127937337	28.739094358003772
646.1705831157528	28.67982396077782
647.171453437772	28.620907977148335
648.1723237597911	28.562343379068004
649.1731940818103	28.504127170114696
650.1740644038294	28.44625638510828
651.1749347258485	28.38872808973264
652.1758050478677	28.33153938016293
653.1766753698869	28.274687382697856
654.1775456919061	28.218169253397022
655.1784160139251	28.161982177723193
656.1792863359443	28.106123370189394
657.1801566579634	28.0505900740109
658.1810269799826	27.99537956076177
659.1818973020017	27.940489130036248
660.1827676240209	27.885916109114532
661.18363794604	27.831657852633196
662.1845082680592	27.77771174225994
663.1853785900784	27.724075186372847
664.1862489120974	27.670745619743833
665.1871192341166	27.617720503226383
666.1879895561358	27.564997323447457
667.188859878155	27.512573592503557
668.189730200174	27.460446847660776
669.1906005221932	27.4086146510589
670.1914708442123	27.357074589419472
671.1923411662315	27.305824273757594
672.1932114882507	27.25486133909777
673.1940818102698	27.204183444193312
674.1949521322889	27.153788271249578
675.1958224543081	27.10367352565079
676.1966927763273	27.053836935690544
677.1975630983463	27.004276252305758
678.1984334203655	26.954989248814208
679.1993037423847	26.90597372065546
680.2001740644039	26.857227485135198
681.201044386423	26.80874838117295
682.2019147084421	26.760534269052997
683.2027850304612	26.712583030178692
684.2036553524804	26.66489256682981
685.2045256744996	26.6174608019232
686.2053959965187	26.570285678776433
687.2062663185378	26.523365160874604
688.207136640557	26.47669723164006
689.2080069625762	26.430279894205214
690.2088772845952	26.3841111711882
691.2097476066144	26.33818910447144
692.2106179286336	26.292511754983146
693.2114882506528	26.247077202481467
694.2123585726719	26.201883545341587
695.213228894691	26.156928900345385
696.2140992167101	26.112211402473932
697.2149695387293	26.06772920470252
698.2158398607485	26.023480477798397
699.2167101827677	25.97946341012101
700.2175805047867	25.935676207424855
701.2184508268059	25.89211709266474
702.2193211488251	25.84878430580362
703.2201914708442	25.805676103622815
704.2210617928633	25.762790759534585
705.2219321148825	25.720126563397173
706.2228024369017	25.677681821332097
707.2236727589208	25.63545485554378
708.22454308094	25.59344400414141
709.225413402959	25.55164762096312
710.2262837249782	25.51006407540225
711.2271540469974	25.468691752235895
712.2280243690166	25.427529051455537
713.2288946910357	25.386574388099802
714.2297650130548	25.345826192089326
715.2306353350739	25.30528290806359
716.2315056570931	25.26494299521993
717.2323759791122	25.224804927154402
718.2332463011314	25.18486719170471
719.2341166231506	25.145128290795025
720.2349869451697	25.105586740282767
721.2358572671889	25.066241069807216
722.2367275892079	25.027089822640065
723.2375979112271	24.98813155553774
724.2384682332463	24.94936483859558
725.2393385552655	24.910788255103814
726.2402088772847	24.87240040140522
727.2410791993037	24.834199886754647
728.2419495213229	24.79618533318015
729.242819843342	24.758355375345907
730.2436901653612	24.720708660416683
731.2445604873803	24.6832438479241
732.2454308093995	24.645959609634414
733.2463011314186	24.60885462941792
734.2471714534378	24.57192760311996
735.2480417754568	24.535177238433498
736.248912097476	24.498602254773207
737.2497824194952	24.46220138315107
738.2506527415144	24.425973366053523
739.2515230635336	24.389916957320036
740.2523933855526	24.35403092202315
741.2532637075718	24.318314036349985
742.2541340295909	24.282765087485153
743.2550043516101	24.247382873495038
744.2558746736293	24.212166203213528
745.2567449956484	24.177113896129036
746.2576153176675	24.14222478227292
747.2584856396867	24.1074977021092
748.2593559617058	24.072931506425604
749.2602262837249	24.038525056225886
750.2610966057441	24.00427722262344
751.2619669277633	23.97018688673617
752.2628372497825	23.936252939582566
753.2637075718015	23.90247428197909
