Object Number,Area,Aspect_Ratio,Diameter,Width,Length
7718,73.44444444,0.964137683,7.207372179,7,7.333333333
7721,71.55555556,0.929839294,7.098538071,6.666666667,7.666666667
7723,72.88888889,0.893499663,6.977874243,6.333333333,7.333333333
7727,69.44444444,0.911090902,6.896258871,6.666666667,7
7728,63.88888889,0.945523203,6.461821023,6.333333333,6.666666667
7740,65.33333333,0.992512162,6.581193046,6.666666667,6.666666667
7741,62,0.88839388,6.472763996,5.666666667,7
7749,70,0.920751037,6.937186582,6.666666667,7
7755,72.77777778,0.957588807,7.048512514,6.666666667,7.333333333
7763,67.11111111,0.984015941,6.677273939,6.333333333,6.666666667
7785,74.66666667,0.930836519,7.236770148,7,7.333333333
7803,68.66666667,0.925894226,6.698438094,6.333333333,7.333333333
7808,76.77777778,0.90564591,7.314587118,7,7.666666667
7826,57.66666667,0.879018313,6.719535589,6.333333333,7
7836,75.77777778,0.96804669,7.353186791,7,7.666666667
7856,71.55555556,0.876165808,7.00823497,6.333333333,7.333333333
7865,65.11111111,0.900787506,6.792860829,5.666666667,7.666666667
7877,70.44444444,0.930947982,6.906513536,6.333333333,7.333333333
7900,70.33333333,0.847745423,6.916752999,6.666666667,7
7933,69.33333333,0.913516931,6.74056705,6.333333333,7
7941,63.66666667,0.964294156,6.417862546,6.333333333,6.333333333
7963,70.11111111,0.911416963,6.957560155,6.333333333,7.333333333
7965,51.55555556,0.83676675,5.742776009,5,6.333333333
7981,64.77777778,0.873940225,6.634743099,6,7.333333333
7997,73.11111111,0.98351188,7.177853807,7,7
8006,70.22222222,0.944273562,6.792860829,6.666666667,7
8013,62.22222222,0.966582456,6.450859486,6.333333333,6.666666667
8024,70.33333333,0.967082757,6.875703657,6.333333333,7
8031,59.22222222,0.933248609,6.373600897,6,6.333333333
8050,57.55555556,0.888215484,6.261578094,5.666666667,6.666666667
8052,68,0.916925278,6.771991776,6.333333333,7.333333333
8068,77.55555556,0.936722833,7.401153293,7.333333333,7.333333333
8074,60,0.941409721,6.373600897,6,6.333333333
8109,75.66666667,0.939864767,7.197546173,7,7.333333333
8124,64.22222222,0.911745863,6.581193046,6,7
8139,71.88888889,0.912913692,7.018326026,7,7
8142,53,0.865518232,5.80406671,5,6.333333333
8172,69.22222222,0.864972105,6.916752999,6,7.333333333
8183,53.11111111,0.850898674,5.864716912,5.666666667,5.666666667
8204,67.55555556,0.941425428,6.792860829,6.333333333,6.666666667
8217,66.88888889,0.882545355,6.634743099,6.333333333,7
8221,71.33333333,0.90802227,7.148213541,7,7.333333333
8243,70.22222222,0.95815991,6.896258871,6.666666667,7
8252,67.33333333,0.928832925,6.751058212,6.333333333,7
8284,55.22222222,0.866555546,5.972335373,5.333333333,6.333333333
8287,67.22222222,0.891242613,6.896258871,6.333333333,7.333333333
8299,63.33333333,0.904264563,6.559650622,6.333333333,6.666666667
8328,73.11111111,0.949457476,7.158107267,6.666666667,7.333333333
8333,65.11111111,0.977689179,6.527203676,6.333333333,6.333333333
8355,71.22222222,0.969507457,6.926977325,7,7
8364,46.55555556,0.866308501,5.293909492,4.333333333,5.666666667
8383,68,0.852268936,6.751058212,6.333333333,7.333333333
8390,66.44444444,0.939719441,6.548852835,6.333333333,6.666666667
8420,44.77777778,0.935132224,5.185859155,4.666666667,5.333333333
8423,77.55555556,0.948807784,7.118449858,6.666666667,7
8433,68.88888889,0.949023688,6.719535589,6.666666667,6.666666667
8440,70.66666667,0.991952476,6.875703657,6.666666667,7
8444,64.11111111,0.939382745,6.538037216,6,7
8453,77.66666667,0.950024283,7.138306102,6.666666667,7
