#--- Experiment --------------------------------------------------------------------------
#oxy_A
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#PHY-0625-PCL
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:21490196 UiD:243B1F075D64A73F Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SC7-523-197 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	1 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	Fixed Temperature ('C)	28.700000	2	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	10/07/2025	31/12/2000	19.734	52.300	0.804000	0.122000	4000	-0.056000	0.969000	0.584000	0.000000	-0.000303	0.000000	0.000000	fixed f	1021.263	28.700	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (hPa) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
10-07-2025	11:30:32.326	-0.982	202.516	19.904	215	-1	OK	10-07-2025	11:30:32.326	-0.982	28.700	OK	10-07-2025	11:30:32.326	-0.982	1021	OK
10-07-2025	11:30:32.824	-0.484	202.441	19.908	214	-1	OK	10-07-2025	11:30:32.824	-0.484	28.700	OK	10-07-2025	11:30:32.824	-0.484	1021	OK
10-07-2025	11:30:33.424	0.116	203.168	19.869	215	0	OK	10-07-2025	11:30:33.424	0.116	28.700	OK	10-07-2025	11:30:33.424	0.116	1021	OK
10-07-2025	11:30:33.824	0.516	204.292	19.809	214	0	OK	10-07-2025	11:30:33.824	0.516	28.700	OK	10-07-2025	11:30:33.824	0.516	1021	OK
10-07-2025	11:30:34.385	1.077	201.792	19.943	214	0	OK	10-07-2025	11:30:34.385	1.077	28.700	OK	10-07-2025	11:30:34.385	1.077	1021	OK
10-07-2025	11:30:34.825	1.517	202.963	19.880	214	0	OK	10-07-2025	11:30:34.825	1.517	28.700	OK	10-07-2025	11:30:34.825	1.517	1021	OK
10-07-2025	11:30:35.385	2.077	204.612	19.792	214	0	OK	10-07-2025	11:30:35.385	2.077	28.700	OK	10-07-2025	11:30:35.385	2.077	1021	OK
10-07-2025	11:30:35.825	2.517	202.907	19.883	214	0	OK	10-07-2025	11:30:35.825	2.517	28.700	OK	10-07-2025	11:30:35.825	2.517	1021	OK
10-07-2025	11:30:36.383	3.075	201.996	19.932	215	0	OK	10-07-2025	11:30:36.383	3.075	28.700	OK	10-07-2025	11:30:36.383	3.075	1021	OK
10-07-2025	11:30:36.827	3.519	203.224	19.866	214	0	OK	10-07-2025	11:30:36.827	3.519	28.700	OK	10-07-2025	11:30:36.827	3.519	1021	OK
10-07-2025	11:30:37.383	4.075	202.888	19.884	214	-1	OK	10-07-2025	11:30:37.383	4.075	28.700	OK	10-07-2025	11:30:37.383	4.075	1021	OK
10-07-2025	11:30:37.826	4.518	203.373	19.858	215	0	OK	10-07-2025	11:30:37.826	4.518	28.700	OK	10-07-2025	11:30:37.826	4.518	1021	OK
10-07-2025	11:30:38.386	5.078	203.168	19.869	214	0	OK	10-07-2025	11:30:38.386	5.078	28.700	OK	10-07-2025	11:30:38.386	5.078	1021	OK
10-07-2025	11:30:38.827	5.519	202.089	19.927	214	0	OK	10-07-2025	11:30:38.827	5.519	28.700	OK	10-07-2025	11:30:38.827	5.519	1021	OK
10-07-2025	11:30:39.382	6.074	202.367	19.912	215	0	OK	10-07-2025	11:30:39.382	6.074	28.700	OK	10-07-2025	11:30:39.382	6.074	1021	OK
