nm,mua[cm-1],mua_std[cm-1],mus[cm-1],mus_std[cm-1],mus_fit[cm-1],musp[cm-1],musp_std[cm-1],assumed_g
450.0,0.9255,0.019136262519360393,33.49999999999999,0.45542304606995154,33.353077491217434,10.049999999999999,0.1366269138209853,0.7
452.0,0.9217,0.019296791775823944,33.49999999999999,0.42052289613389604,33.26552932341434,10.049999999999999,0.1261568688401689,0.7
454.0,0.9192,0.021260401956642902,33.33333333333333,0.4708175185806777,33.17821095994303,10.0,0.1412452555742037,0.7
456.0,0.9168999999999999,0.020178481387634475,33.599999999999994,0.4885200628959386,33.09112179759234,10.08,0.1465560188687817,0.7
458.0,0.9182,0.019289708123923808,33.28333333333333,0.44833696665041256,33.00426123473451,9.985000000000001,0.1345010899951238,0.7
460.0,0.9185,0.0201654698144999,33.239999999999995,0.5112450173488822,32.91762867132093,9.972,0.15337350520466483,0.7
462.0,0.9207,0.021636286393207353,32.99999999999999,0.5029888718576381,32.8312235088781,9.9,0.15089666155729134,0.7
464.0,0.9097,0.01962412221831862,32.963333333333324,0.4473795061204411,32.74504515050344,9.889,0.1342138518361323,0.7
466.0,0.9105000000000001,0.017215396496834196,32.87333333333333,0.45126646962941747,32.65909300086114,9.862,0.13537994088882516,0.7
468.0,0.9103,0.018417812097780085,32.846666666666664,0.4542767356333834,32.57336646617812,9.854000000000001,0.13628302069001497,0.7
470.0,0.9107999999999999,0.020293646758663957,32.946666666666665,0.453170207881524,32.487864954239875,9.884,0.13595106236445756,0.7
472.0,0.9074,0.01956407011606156,32.603333333333325,0.4627590662113144,32.40258787438639,9.780999999999999,0.13882771986339437,0.7
474.0,0.9082,0.018531501374952786,32.61333333333333,0.4681285157627468,32.317534637508075,9.784,0.14043855472882408,0.7
476.0,0.9075,0.019219441031940714,32.44666666666666,0.47135330369040856,32.23270465604168,9.734,0.14140599110712251,0.7
478.0,0.9128999999999999,0.01962687751497049,32.596666666666664,0.40442748573860565,32.14809734396628,9.779,0.12132824572158189,0.7
480.0,0.9036,0.01920138883865782,32.346666666666664,0.45445063233433947,32.06371211679913,9.704,0.13633518970030187,0.7
482.0,0.9081,0.019370832088541498,32.419999999999995,0.4076998950080482,31.979548391591745,9.726,0.12230996850241459,0.7
484.0,0.9087000000000001,0.018606868504817155,32.10666666666666,0.49878728102737085,31.89560558692577,9.632,0.14963618430821127,0.7
486.0,0.9003,0.018902269770298345,32.23999999999999,0.4958145810335079,31.811883122909045,9.671999999999999,0.14874437431005216,0.7
488.0,0.9054,0.019158893753986488,32.25333333333333,0.4434683726387533,31.728380421171547,9.676,0.13304051179162596,0.7
490.0,0.9028,0.019299856073153612,32.16,0.40771570826426407,31.645096904861404,9.648,0.1223147124792796,0.7
492.0,0.9017999999999999,0.020620312411566814,31.97333333333333,0.46466354333517645,31.562031998640936,9.592,0.13939906300055308,0.7
494.0,0.8959,0.020369694264874092,31.883333333333326,0.38600233835123315,31.479185128682644,9.565,0.11580070150536993,0.7
496.0,0.8928,0.0193686714076822,31.739999999999995,0.41446413748598443,31.39655572266528,9.522,0.12433924124579555,0.7
498.0,0.8948,0.019872258720806443,31.696666666666662,0.41516618716239784,31.314143209769853,9.509,0.12454985614871952,0.7
500.0,0.8977,0.019400750908211493,31.693333333333324,0.41103636290768003,31.231947020675726,9.508,0.12331090887230371,0.7
502.0,0.8926000000000001,0.017728055466330352,31.589999999999996,0.3942613033365589,31.14996658755667,9.477,0.11827839100096768,0.7
504.0,0.8998,0.020562341222322165,31.46666666666666,0.3720015929874294,31.068201344076922,9.44,0.1116004778962287,0.7
506.0,0.8977999999999999,0.018852906904916096,31.496666666666663,0.38366330403649196,30.98665072538731,9.449,0.11509899121094763,0.7
508.0,0.9024,0.01918582295522233,31.29999999999999,0.378222323773035,30.905314168121294,9.389999999999999,0.11346669713191045,0.7
510.0,0.9137000000000001,0.02093991403993818,31.37,0.3710578804139378,30.824191110391148,9.411000000000001,0.11131736412418146,0.7
512.0,0.9165,0.019011341644163668,31.109999999999996,0.37423978727728224,30.74328099178402,9.333,0.11227193618318465,0.7
514.0,0.9233,0.018669589718226638,31.089999999999996,0.39373418926603465,30.662583253358076,9.327,0.11812025677981061,0.7
516.0,0.9302,0.01982481298465491,31.02666666666666,0.39084095607963915,30.582097337638658,9.308,0.11725228682389169,0.7
518.0,0.9316000000000001,0.019195684957501617,30.933333333333334,0.3980108290328734,30.501822688614407,9.280000000000001,0.11940324870986202,0.7
520.0,0.9296,0.021014815467564826,30.839999999999996,0.385918106126789,30.42175875173344,9.252,0.11577543183803687,0.7
522.0,0.927,0.019643885110186863,30.789999999999996,0.3844251761388456,30.341904973899485,9.237,0.11532755284165372,0.7
524.0,0.9213,0.019593996309023448,30.71333333333333,0.3716599770569254,30.26226080346814,9.214,0.11149799311707762,0.7
526.0,0.9168,0.020268481887519108,30.55333333333333,0.34997354397365743,30.182825690242964,9.166,0.10499206319209733,0.7
528.0,0.9076,0.020061282654117465,30.476666666666663,0.3600632469971562,30.10359908547173,9.143,0.10801897409914667,0.7
530.0,0.8974,0.020051987986786313,30.39666666666666,0.35967406370040766,30.024580441842637,9.119,0.10790221911012239,0.7
532.0,0.8927,0.018220690992575256,30.27333333333333,0.3513657460782818,29.945769213480514,9.082,0.10540972382348447,0.7
534.0,0.8916999999999999,0.020933480773248154,30.23666666666666,0.35381324656246615,29.867164855943045,9.071,0.10614397396873967,0.7
536.0,0.8871,0.019034692174365223,30.226666666666667,0.3455815559270814,29.788766826217024,9.068000000000001,0.10367446677812447,0.7
538.0,0.8842,0.018672142054110705,30.113333333333326,0.34735330858889885,29.710574582714585,9.033999999999999,0.10420599257666963,0.7
540.0,0.8881,0.019363392978874377,30.026666666666664,0.356747231391674,29.632587585269487,9.008000000000001,0.1070241694175023,0.7
542.0,0.8906000000000001,0.020627370047141918,30.006666666666664,0.3505496370144664,29.554805295133345,9.002,0.10516489110433981,0.7
544.0,0.8978999999999999,0.01844902888139823,29.949999999999992,0.38234494153968746,29.477227174971944,8.985,0.11470348246190618,0.7
546.0,0.902,0.019510136649925493,29.846666666666664,0.3210173300622167,29.39985268886151,8.954,0.09630519901866504,0.7
548.0,0.9017,0.01928894009209797,29.719999999999995,0.34004357019304016,29.322681302285012,8.916,0.10201307105791205,0.7
550.0,0.9107,0.019071023848165156,29.61666666666666,0.341876127704321,29.24571248212846,8.885,0.10256283831129638,0.7
552.0,0.921,0.02102519358845712,29.76333333333333,0.3672049920314804,29.168945696677227,8.929,0.11016149760944406,0.7
554.0,0.9154,0.020353214324360002,29.569999999999997,0.35905912715056254,29.092380415612404,8.871,0.10771773814516887,0.7
