nm,H2O mua,H2O std,DMSO mua,DMSO std,D2O mua,D2O std,melanin mua,melanin std,corn oil mua,corn oil std,HbO2 mua,HbO2 std,Hb mua,Hb std,melanin DMSO mua,melanin DMSO std
502,,,,,,,7.298138306219236,0.03057468288660324,0.12636226522306523,0.010859606010161324,3.204813704725827,0.012319551105017855,3.693318729425316,0.04264406962515235,686.0250007846082,2.874020191340705
504,,,,,,,7.216224530046513,0.053770916162248564,0.1190423204343138,0.01534113835646385,3.1648937899841365,0.016998076989207935,3.7710245445581614,0.0504356904298211,678.3251058243723,5.054466119251365
506,,,,,,,7.1394683236086545,0.043919274761200194,0.11401264910783897,0.01393027220999608,3.1342394277659977,0.022390424546396146,3.8528325736516074,0.05360187354549074,671.1100224192135,4.128411827552818
508,,,,,,,7.051628952953146,0.04490739710306421,0.10437381958978202,0.012466895852071905,3.1227297996424936,0.019176566567561466,3.9484053560996473,0.041824448226903246,662.8531215775957,4.221295327688036
510,,,,,,,6.965287369439281,0.03243776961351149,0.0994800452573874,0.015285649195768714,3.133669416295017,0.02256870602242942,4.038231983091454,0.04890782819207484,654.7370127272924,3.04915034367008
512,,,,,,,6.893171974756442,0.03596281182455631,0.09584471319500855,0.012481310043989852,3.1738278866128997,0.012260887781074665,4.128209635127397,0.034413716778842154,647.9581656271056,3.380504311508293
514,,,,,,,6.817012230501387,0.0395078439358467,0.09215396169018819,0.010751717474614947,3.262325963019222,0.019411410691137467,4.218500082800756,0.04167557745543426,640.7991496671303,3.71373732996959
516,,,,,,,6.729754146292275,0.053523691579212634,0.08488278208041551,0.01239862171694124,3.4021042212058155,0.023569308186359456,4.323860083539286,0.03685786356498824,632.5968897514739,5.031227008445987
518,,,,,,,6.641579256445129,0.042948160163214635,0.07526382853548469,0.01641193557883399,3.6085167173945387,0.015987652357079996,4.425381328123373,0.03633596232912054,624.3084501058421,4.037127055342176
520,,,,,,,6.574188747158914,0.04590325258161873,0.06804821490279873,0.016416846322432326,3.875430308319309,0.016846567529061305,4.530189404669742,0.04556841048027183,617.9737422329379,4.314905742672161
522,,,,,,,6.494650715255574,0.04217015813649683,0.06203107646737321,0.015194072851909917,4.243202123521127,0.017950289669248446,4.64317930940485,0.03940983860724229,610.4971672340239,3.9639948648307017
524,,,,,,,6.4280781530318345,0.028723856405598408,0.06315270288739738,0.010733580071661903,4.691321341506715,0.02996953588078545,4.775250049123053,0.04935751900967896,604.2393463849925,2.70004250212625
526,,,,,,,6.345397756189615,0.0363384724465976,0.06307697224753524,0.006163881877469839,5.217937194231659,0.01533392029393729,4.907891771733591,0.05239935400837914,596.4673890818239,3.4158164099801747
528,,,,,,,6.265854171395746,0.04567549981005561,0.05708822196944138,0.015138057753387356,5.83597035050219,0.01993153978790451,5.06758880968075,0.059238194628422905,588.9902921112001,4.293496982145227
530,,,,,,,6.195318308773193,0.03556030800031181,,,6.495120528026223,0.035364914049601265,5.228187074990282,0.050526793109672376,582.3599210246801,3.3426689520293102
532,,,,,,,6.115967296864565,0.016124475115375576,,,7.147790820609057,0.044642857142856984,5.405646287207918,0.06014260888744366,574.9009259052691,1.515700660845304
534,,,,,,,6.055049963268092,0.030687561669345685,,,7.759795902743119,0.03212229317855015,5.595834234994853,0.05034776083323415,569.1746965472007,2.8846307969184943
536,,,,,,,5.982077265208729,0.04483784810789853,,,8.235391235767617,0.0397802436290895,5.787377930228367,0.06804175537998157,562.3152629296205,4.214757722142462
538,,,,,,,5.918153278386245,0.03821205560899598,,,8.626117594639505,0.05190492484692908,5.97898395871616,0.09175416051241851,556.306408168307,3.5919332272456224
540,,,,,,,5.845679467178812,0.04687771877382313,,,8.853693310735759,0.021990391157914985,6.183249788406896,0.09849133905700502,549.4938699148083,4.4065055647393745
542,,,,,,,5.768370146802085,0.05088313032096585,,,8.872039426059743,0.03571238778492454,6.385859023215931,0.09209030497139817,542.226793799396,4.7830142501707895
544,,,,,,,5.702935883104693,0.03866755593068609,,,8.676810202803642,0.026266577749814418,6.586097594051796,0.10878572194097703,536.0759730118411,3.6347502574844923
546,,,,,,,5.627193530699045,0.0370414304211172,,,8.301053896612432,0.02090193194067034,6.751229130549251,0.10110865287798358,528.9561918857103,3.4818944595850163
548,,,,,,,5.559707709787767,0.03624647997113859,,,7.780583945983953,0.03376902593807831,6.890041509054497,0.09182165443388962,522.61252472005,3.4071691172870278
550,,,,,,,5.491650836517802,0.04575354019866127,,,7.240225774115714,0.035682255557818135,7.003781226117394,0.11656380346365565,516.2151786326733,4.30083277867416
552,,,,,,,5.426748104060034,0.04012083962144967,,,6.71773479376538,0.024708285414676755,7.068469071307297,0.10485290446870649,510.11432178164324,3.7713589244162686
554,,,,,,,5.36673594781229,0.04125299283223172,,,6.268322299042867,0.025784148658801773,7.084616498661238,0.1028147013703425,504.47317909435526,3.877781326229782
556,,,,,,,5.301387011629673,0.03223660788557349,,,5.9095196837917925,0.02825635381867221,7.079808504234677,0.11257649264091008,498.33037909318926,3.030241141243908
