nm	musp[cm-1]	musp_std[cm-1]	fit_musp[cm-1]
1068.0	1.734	0.2487202801899711	1.739431756505654
1070.0	1.742	0.2465846710564142	1.736155957463302
1072.0	1.731	0.2529504904468144	1.7328936616583568
1074.0	1.731	0.2524577461284302	1.7296447798625512
1076.0	1.723	0.2535728886859618	1.7264092236711535
1078.0	1.719	0.2565957092873756	1.72318690549322
1080.0	1.729	0.2564390525140836	1.7199777385419857
1082.0	1.716	0.2576209292931701	1.7167816368253908
1084.0	1.716	0.2581046299468492	1.7135985151367465
1086.0	1.7199999999999998	0.2582240390068044	1.7104282890455296
1088.0	1.712	0.2614009738616183	1.7072708748883099
1090.0	1.713	0.2602221747793865	1.7041261897598046
1092.0	1.704	0.2628809522611487	1.7009941515040627
1094.0	1.7000000000000002	0.2628109210952117	1.6978746787057675
1096.0	1.702	0.2643494227040237	1.6947676906816675
1098.0	1.6969999999999998	0.2665508544812627	1.6916731074721247
1100.0	1.6969999999999998	0.2664077910105316	1.68859084983278
1102.0	1.696	0.2660084004985603	1.685520839226338
1104.0	1.6800000000000002	0.2680550431774032	1.682462997814464
1106.0	1.694	0.2665879050353018	1.6794172484497945
1108.0	1.682	0.2693399339125188	1.6763835146680586
1110.0	1.676	0.2720065358691874	1.6733617206803073
1112.0	1.6869999999999998	0.2730038664764862	1.6703517913652521
1114.0	1.6700000000000002	0.2763236606447207	1.667353652261706
1116.0	1.6769999999999998	0.2738941401344687	1.6643672295611334
1118.0	1.675	0.2724713146075209	1.6613924501002941
1120.0	1.6589999999999998	0.2800680252464249	1.6584292413539978
1122.0	1.666	0.2813127076869668	1.6554775314279484
1124.0	1.665	0.280612073515145	1.6525372490516927
1126.0	1.654	0.2820988794337506	1.6496083235716594
1128.0	1.653	0.2837099892931008	1.6466906849442946
1130.0	1.651	0.2862139836633501	1.6437842637292936
1132.0	1.655	0.2910043909557991	1.6408889910829167
1134.0	1.654	0.2960386611388602	1.638004798751402
1136.0	1.645	0.2992853628145916	1.63513161906446
1138.0	1.634	0.3059996368915783	1.6322693849288634
1140.0	1.637	0.3128165951835392	1.6294180298221146
1142.0	1.6389999999999998	0.3235674219435724	1.6265774877862007
1144.0	1.624	0.3266212364479159	1.6237476934214352
1146.0	1.626	0.3364295461254448	1.6209285818803747
1148.0	1.629	0.342587683648514	1.6181200888618223
1150.0	1.624	0.3493708631239874	1.615322150604905
1152.0	1.622	0.3584827423227091	1.6125347038832334
1154.0	1.625	0.3593899495011918	1.6097576859991356
1156.0	1.618	0.3690057043956681	1.6069910347779688
1158.0	1.618	0.3716297440553792	1.6042346885625034
