#--- Experiment --------------------------------------------------------------------------
#deoxy_1percentC
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#PHY-0625-PCL
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:21490196 UiD:243B1F075D64A73F Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SC7-523-197 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	1 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	Fixed Temperature ('C)	28.800000	2	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	10/07/2025	31/12/2000	19.737	52.300	0.804000	0.122000	4000	-0.056000	0.969000	0.584000	0.000000	-0.000303	0.000000	0.000000	fixed f	1020.290	27.200	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A Int. T1] - Fixed Temperature
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (hPa) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Fixed Temp (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
11-07-2025	18:33:11.310	0.050	194.255	20.226	194	0	OK	11-07-2025	18:33:11.310	0.050	28.800	OK	11-07-2025	18:33:11.310	0.050	1016	OK
11-07-2025	18:33:11.811	0.551	193.760	20.254	194	0	OK	11-07-2025	18:33:11.811	0.551	28.800	OK	11-07-2025	18:33:11.811	0.551	1016	OK
11-07-2025	18:33:12.313	1.052	193.866	20.248	194	0	OK	11-07-2025	18:33:12.313	1.052	28.800	OK	11-07-2025	18:33:12.313	1.052	1016	OK
11-07-2025	18:33:12.815	1.555	194.255	20.226	194	0	OK	11-07-2025	18:33:12.815	1.555	28.800	OK	11-07-2025	18:33:12.815	1.555	1016	OK
11-07-2025	18:33:13.313	2.053	194.538	20.210	194	0	OK	11-07-2025	18:33:13.313	2.053	28.800	OK	11-07-2025	18:33:13.313	2.053	1016	OK
11-07-2025	18:33:13.814	2.554	194.521	20.211	194	0	OK	11-07-2025	18:33:13.814	2.554	28.800	OK	11-07-2025	18:33:13.814	2.554	1016	OK
11-07-2025	18:33:14.313	3.053	193.954	20.243	194	0	OK	11-07-2025	18:33:14.313	3.053	28.800	OK	11-07-2025	18:33:14.313	3.053	1016	OK
11-07-2025	18:33:14.816	3.555	193.565	20.265	194	0	OK	11-07-2025	18:33:14.816	3.555	28.800	OK	11-07-2025	18:33:14.816	3.555	1016	OK
11-07-2025	18:33:15.316	4.055	195.393	20.162	194	0	OK	11-07-2025	18:33:15.316	4.055	28.800	OK	11-07-2025	18:33:15.316	4.055	1016	OK
11-07-2025	18:33:15.817	4.557	195.090	20.179	194	0	OK	11-07-2025	18:33:15.817	4.557	28.800	OK	11-07-2025	18:33:15.817	4.557	1016	OK
11-07-2025	18:33:16.315	5.055	194.131	20.233	194	0	OK	11-07-2025	18:33:16.315	5.055	28.800	OK	11-07-2025	18:33:16.315	5.055	1016	OK
11-07-2025	18:33:16.817	5.556	194.947	20.187	194	0	OK	11-07-2025	18:33:16.817	5.556	28.800	OK	11-07-2025	18:33:16.817	5.556	1016	OK
11-07-2025	18:33:17.316	6.055	195.375	20.163	194	-1	OK	11-07-2025	18:33:17.316	6.055	28.800	OK	11-07-2025	18:33:17.316	6.055	1016	OK
11-07-2025	18:33:17.816	6.556	194.592	20.207	194	0	OK	11-07-2025	18:33:17.816	6.556	28.800	OK	11-07-2025	18:33:17.816	6.556	1016	OK
11-07-2025	18:33:18.318	7.057	195.001	20.184	194	0	OK	11-07-2025	18:33:18.318	7.057	28.800	OK	11-07-2025	18:33:18.318	7.057	1016	OK
11-07-2025	18:33:18.818	7.557	193.883	20.247	194	0	OK	11-07-2025	18:33:18.818	7.557	28.800	OK	11-07-2025	18:33:18.818	7.557	1016	OK
11-07-2025	18:33:19.318	8.057	194.929	20.188	194	0	OK	11-07-2025	18:33:19.318	8.057	28.800	OK	11-07-2025	18:33:19.318	8.057	1016	OK
11-07-2025	18:33:19.819	8.559	194.450	20.215	194	0	OK	11-07-2025	18:33:19.819	8.559	28.800	OK	11-07-2025	18:33:19.819	8.559	1016	OK
11-07-2025	18:33:20.317	9.057	193.724	20.256	194	0	OK	11-07-2025	18:33:20.317	9.057	28.800	OK	11-07-2025	18:33:20.317	9.057	1016	OK
11-07-2025	18:33:20.820	9.559	194.290	20.224	194	0	OK	11-07-2025	18:33:20.820	9.559	28.800	OK	11-07-2025	18:33:20.820	9.559	1016	OK
11-07-2025	18:33:21.317	10.057	194.450	20.215	194	0	OK	11-07-2025	18:33:21.317	10.057	28.800	OK	11-07-2025	18:33:21.317	10.057	1016	OK
11-07-2025	18:33:21.819	10.558	194.556	20.209	194	0	OK	11-07-2025	18:33:21.819	10.558	28.800	OK	11-07-2025	18:33:21.819	10.558	1016	OK
