nm,mua[cm-1],mua_std[cm-1],mus[cm-1],mus_std[cm-1],mus_fit[cm-1],musp[cm-1],musp_std[cm-1],assumed_g
450.0,31.86,0.5474257940579722,76.79999999999993,10.929396998462439,180.9431946639098,1.536,0.2185879399692489,0.98
452.0,32.93,0.6988204347326994,77.52499999999993,24.88873088367502,180.92721689997344,1.5505,0.4977746176735009,0.98
454.0,32.71,0.1930457631409391,64.74999999999994,6.1721597156550905,180.91124054691602,1.295,0.12344319431310188,0.98
456.0,33.645,1.098075020205814,71.09999999999994,17.012532145450876,180.89526560461292,1.4220000000000002,0.3402506429090179,0.98
458.0,33.785,0.6309912836165005,80.59999999999994,19.227694057010563,180.87929207293962,1.612,0.38455388114021155,0.98
460.0,33.690000000000005,1.3132387133980419,78.59999999999994,21.462659268066997,180.8633199517715,1.572,0.42925318536134033,0.98
462.0,34.02,1.3765958012430535,58.94999999999995,27.70874562299778,180.84734924098402,1.179,0.5541749124599561,0.98
464.0,33.87,1.5936925675926334,77.94999999999995,22.761647567783815,180.8313799404527,1.5590000000000002,0.45523295135567676,0.98
466.0,34.68,1.4542886768298615,77.34999999999994,23.537894270020537,180.81541205005294,1.5470000000000002,0.47075788540041125,0.98
468.0,33.955,0.15500000000000114,89.09999999999994,1.9499999999999957,180.79944556966026,1.782,0.039000000000000035,0.98
470.0,34.505,1.4103358544056865,91.17499999999991,15.866176463015757,180.7834804991501,1.8235,0.3173235292603154,0.98
472.0,35.115,1.7250000000000014,97.09999999999991,35.249999999999964,180.76751683839805,1.942,0.7049999999999998,0.98
474.0,35.37,1.4578285221520402,63.19999999999995,20.358649267571742,180.75155458727957,1.2640000000000002,0.40717298535143515,0.98
476.0,36.385000000000005,0.7025845144891822,72.62499999999994,19.68378901532932,180.73559374567017,1.4525000000000001,0.39367578030658673,0.98
478.0,37.005,0.42630192743328477,59.14999999999995,11.415180103947344,180.71963431344545,1.183,0.22830360207894712,0.98
480.0,37.355,0.7056557234232549,57.04999999999995,16.91003525092421,180.7036762904809,1.141,0.33820070501848454,0.98
482.0,36.385000000000005,0.28500000000000014,90.89999999999992,3.200000000000003,180.68771967665208,1.818,0.06400000000000006,0.98
484.0,37.3,0.7300000000000004,51.034999999999954,18.964999999999986,180.6717644718346,1.0207000000000002,0.3793000000000001,0.98
486.0,36.87,0.7772258359061407,68.59999999999994,7.352047333906382,180.655810675904,1.3719999999999999,0.14704094667812778,0.98
488.0,37.75,1.1993563088405204,56.799999999999955,24.25222131865219,180.63985828873592,1.1360000000000001,0.4850444263730442,0.98
490.0,38.625,1.147180117602385,57.199999999999946,26.117222925367315,180.6239073102059,1.1440000000000001,0.5223444585073468,0.98
492.0,37.815,1.2506673218726085,65.27499999999995,18.071281904931354,180.6079577401896,1.3055,0.36142563809862743,0.98
494.0,38.974999999999994,0.7949999999999982,59.79999999999994,5.7499999999999964,180.59200957856265,1.196,0.11499999999999999,0.98
496.0,39.769999999999996,0.7618344089542459,56.799999999999955,8.539539409905736,180.5760628252006,1.1360000000000001,0.17079078819811486,0.98
498.0,40.23,0.37973675092094744,43.69999999999997,9.738203975408734,180.56011747997923,0.8740000000000001,0.19476407950817487,0.98
500.0,39.489999999999995,0.6500000000000021,73.39999999999993,17.649999999999988,180.5441735427741,1.468,0.3530000000000001,0.98
502.0,40.47,0.3645088019056147,64.54999999999994,6.956212251569733,180.5282310134609,1.291,0.13912424503139473,0.98
504.0,39.99,0.0,63.84999999999995,0.0,180.51228989191532,1.2770000000000001,0.0,0.98
506.0,40.175,1.3049999999999997,55.89999999999995,3.1499999999999986,180.49635017801307,1.1179999999999999,0.06300000000000006,0.98
508.0,41.285,1.073836579745724,61.42499999999994,17.198440835944968,180.4804118716298,1.2285,0.3439688167188997,0.98
510.0,41.3125,0.606679788327716,61.18749999999994,10.086387747719431,180.46447497264126,1.22375,0.20172775495438877,0.98
512.0,41.34,0.13952299690970774,60.94999999999994,2.974334659493894,180.4485394809232,1.2189999999999999,0.0594866931898779,0.98
514.0,42.480000000000004,0.23000000000000043,48.53249999999996,6.5674999999999955,180.43260539635125,0.97065,0.13135000000000002,0.98
516.0,41.6,0.7858753081755406,51.299999999999955,6.420472464442673,180.41667271880127,1.026,0.1284094492888536,0.98
518.0,42.34,0.0,40.29999999999997,0.0,180.40074144814895,0.806,0.0,0.98
520.0,41.955,0.0049999999999954525,40.16999999999996,1.389999999999997,180.38481158427007,0.8034,0.027799999999999936,0.98
522.0,42.91499999999999,0.745000000000001,36.13249999999997,5.192499999999997,180.36888312704045,0.72265,0.10385,0.98
524.0,43.78999999999999,0.0,1.5694999999999986,0.0,180.3529560763358,0.03139,0.0,0.98
526.0,44.03666666666666,0.11611775632233712,11.631333333333322,3.5607363080626357,180.337030432032,0.23262666666666665,0.07121472616125278,0.98
528.0,44.28333333333333,0.23223551264467424,21.693166666666645,7.1214726161252715,180.3211061940048,0.43386333333333327,0.14242945232250556,0.98
530.0,44.53,0.34835326896701135,31.75499999999997,10.682208924187908,180.3051833621301,0.6351,0.21364417848375836,0.98
532.0,45.03,0.17417663448350568,28.774999999999974,5.341104462093954,180.28926193628362,0.5755,0.10682208924187918,0.98
534.0,45.53,0.0,25.794999999999977,0.0,180.2733419163413,0.5159,0.0,0.98
536.0,45.58,0.0,25.642499999999977,0.0,180.25742330217895,0.51285,0.0,0.98
538.0,45.629999999999995,0.0,25.48999999999998,0.0,180.24150609367243,0.5098,0.0,0.98
540.0,46.64,0.0,17.069999999999983,0.0,180.22559029069765,0.3414,0.0,0.98
542.0,46.3725,0.0,19.52124999999998,0.0,180.20967589313048,0.39042499999999997,0.0,0.98
544.0,46.105000000000004,0.0,21.97249999999998,0.0,180.19376290084682,0.43945,0.0,0.98
546.0,45.837500000000006,0.0,24.423749999999977,0.0,180.17785131372256,0.488475,0.0,0.98
548.0,45.57000000000001,0.0,26.874999999999975,0.0,180.16194113163365,0.5375,0.0,0.98
550.0,45.575,0.0,25.637499999999978,0.0,180.14603235445603,0.51275,0.0,0.98
552.0,45.58,0.0,24.39999999999998,0.0,180.1301249820656,0.48800000000000004,0.0,0.98
554.0,45.579375,0.0,23.30343749999998,0.0,180.11421901433835,0.46606875000000003,0.0,0.98
556.0,45.57875,0.0,22.206874999999982,0.0,180.0983144511502,0.4441375,0.0,0.98
558.0,45.578125,0.0,21.110312499999985,0.0,180.08241129237717,0.42220625,0.0,0.98
560.0,45.5775,0.0,20.013749999999984,0.0,180.06650953789526,0.40027500000000005,0.0,0.98
562.0,45.576875,0.0,18.917187499999983,0.0,180.05060918758045,0.37834375000000003,0.0,0.98
564.0,45.57625,0.0,17.820624999999986,0.0,180.03471024130872,0.3564125,0.0,0.98
566.0,45.575625,0.0,16.724062499999988,0.0,180.01881269895608,0.33448125000000006,0.0,0.98
568.0,45.575,0.0,15.627499999999987,0.0,180.00291656039863,0.31255,0.0,0.98
570.0,45.574375,0.0,14.530937499999988,0.0,179.98702182551233,0.29061875000000004,0.0,0.98
572.0,45.573750000000004,0.0,13.434374999999989,0.0,179.9711284941733,0.2686875,0.0,0.98
574.0,45.573125000000005,0.0,12.33781249999999,0.0,179.95523656625758,0.24675625,0.0,0.98
576.0,45.572500000000005,0.0,11.24124999999999,0.0,179.93934604164122,0.224825,0.0,0.98
578.0,45.571875000000006,0.0,10.144687499999991,0.0,179.92345692020035,0.20289374999999998,0.0,0.98
580.0,45.571250000000006,0.0,9.048124999999992,0.0,179.90756920181101,0.18096250000000003,0.0,0.98
582.0,45.57062500000001,0.0,7.951562499999991,0.0,179.89168288634937,0.15903125,0.0,0.98
584.0,45.57000000000001,0.0,6.854999999999994,0.0,179.87579797369148,0.1371,0.0,0.98
586.0,45.45,0.0,0.00014364999999999986,0.0,179.85991446371352,2.873e-06,0.0,0.98
588.0,44.300000000000004,0.0,21.81007182499998,0.0,179.84403235629162,0.4362014365,0.0,0.98
590.0,43.150000000000006,0.0,43.61999999999996,0.0,179.8281516513019,0.8724,0.0,0.98
592.0,38.53,1.4927007588782006,62.24999999999995,5.328122454381917,179.81227234862058,1.245,0.10656244908763844,0.98
594.0,37.23,1.4935675411577456,82.54999999999993,12.509932054171983,179.79639444812378,1.651,0.2501986410834399,0.98
596.0,32.480000000000004,0.5987787571382281,148.29999999999987,36.697111602958586,179.7805179496877,2.9659999999999997,0.7339422320591724,0.98
598.0,26.35,0.9099175786850148,192.52499999999986,45.109162300329814,179.76464285318852,3.8505000000000003,0.902183246006597,0.98
