nm	mua[cm-1]
250.0	7684.536738012741
252.25225225225225	7448.399091909656
254.5045045045045	7221.520926037035
256.7567567567568	7003.461970433466
259.009009009009	6793.806495860089
261.26126126126127	6592.161748290264
263.5135135135135	6398.1564956591
265.76576576576576	6211.439677949067
268.01801801801804	6031.67915246584
270.27027027027026	5858.560526862294
272.52252252252254	5691.786073106651
274.77477477477476	5531.073716169256
277.02702702702703	5376.156091727396
279.2792792792793	5226.779667664739
281.5315315315315	5082.703924575291
283.7837837837838	4943.700590876429
286.036036036036	4809.552928494647
288.2882882882883	4680.055065414848
290.5405405405405	4555.011371682593
292.7927927927928	4434.235875720822
295.0450450450451	4317.551718071473
297.2972972972973	4204.79063989947
299.54954954954957	4095.792503804516
301.8018018018018	3990.4048446762936
304.05405405405406	3888.4824485027398
306.3063063063063	3789.8869572008302
308.55855855855856	3694.486497685452
310.81081081081084	3602.155333526432
313.06306306306305	3512.7735376668943
315.31531531531533	3426.2266847895025
317.56756756756755	3342.4055620212653
319.8198198198198	3261.2058967632897
322.07207207207205	3182.528100520145
324.3243243243243	3106.277027684576
326.5765765765766	3032.361748308247
328.8288288288288	2960.6953339580696
331.0810810810811	2891.1946558213976
333.33333333333337	2823.780194282112
335.5855855855856	2758.375859243825
337.8378378378378	2694.9088205266526
340.0900900900901	2633.309347710325
342.34234234234236	2573.5106588393037
344.5945945945946	2515.448777445272
346.84684684684686	2459.0623973791235
349.09909909909913	2404.2927549786764
351.35135135135135	2351.083508129838
353.6036036036036	2299.3806218083023
355.85585585585585	2249.1322597160174
358.1081081081081	2200.288681651856
360.36036036036035	2152.8021462794
362.6126126126126	2106.626818976482
364.8648648648649	2061.7186844714224
367.1171171171171	2018.0354639896557
369.3693693693694	1975.5365366520264
371.6216216216216	1934.1828648823207
373.8738738738739	1893.936923596764
376.1261261261261	1854.7626329624284
378.3783783783784	1816.6252945246179
380.63063063063066	1779.4915305156733
382.8828828828829	1743.3292261690576
385.1351351351351	1708.1074748733377
387.38738738738743	1673.796526010671
389.63963963963965	1640.3677353337503
391.8918918918919	1607.7935177438771
394.14414414414415	1576.04730234104
396.3963963963964	1545.1034896244705
398.64864864864865	1514.9374107293054
400.90090090090087	1485.525288591678
403.1531531531532	1456.8442009408193
405.4054054054054	1428.8720450226117
407.65765765765764	1401.5875039645134
409.9099099099099	1374.9700146969756
412.1621621621622	1348.9997373512404
414.4144144144144	1323.6575260579823
416.6666666666667	1298.924901075482
418.91891891891896	1274.784022180039
421.1711711711712	1251.2176632550375
423.4234234234234	1228.2091880186383
425.6756756756757	1205.7425268333561
427.92792792792795	1183.8021545438946
430.1801801801802	1162.373069292533
432.43243243243245	1141.4407722641135
434.6846846846847	1120.9912483152639
436.93693693693695	1101.010947444918
439.18918918918916	1081.4867670654985
441.44144144144144	1062.4060350362813
443.6936936936937	1043.7564934224965
445.94594594594594	1025.5262829456321
448.1981981981982	1007.7039280922241
450.4504504504505	990.2783228501119
452.7027027027027	973.2387170427494
454.9549549549549	956.5747032336734
457.2072072072072	940.2762041746743
459.4594594594595	924.333460772549
461.7117117117117	908.7370205506048
463.963963963964	893.4777265822789
466.21621621621625	878.5467068753907
468.4684684684685	863.9353641865999
470.7207207207207	849.6353662466814
472.97297297297297	835.638636378177
475.22522522522524	821.9373444879017
477.47747747747746	808.5238984176372
479.72972972972974	795.3909356371652
481.981981981982	782.531315264565
484.23423423423424	769.9381103994272
486.48648648648646	757.6046007553261
488.7387387387388	745.5242655785585
490.990990990991	733.6907768407676
493.2432432432432	722.0979926936598
495.4954954954955	710.7399511745919
497.7477477477478	699.6108641523239
500.0	688.7051115027374
502.2522522522523	678.0172355048004
504.50450450450455	667.5419354475107
506.7567567567568	657.2740624389734
509.009009009009	647.2086144091827
511.26126126126127	637.3407312984639
513.5135135135135	627.6656904238961
515.7657657657658	618.1789020163881
518.018018018018	608.8759049214121
520.2702702702702	599.7523624567149
522.5225225225225	590.804058420626
524.7747747747749	582.0268932448703
527.0270270270271	573.4168802860572
529.2792792792793	564.9701422502867
531.5315315315315	556.6829077455504
533.7837837837837	548.5515079568441
536.036036036036	540.5723734391285
538.2882882882883	532.7420310234864
540.5405405405406	525.0571008320344
542.7927927927929	517.5142933973242
545.0450450450451	510.1104068821675
547.2972972972973	502.8423243959866
549.5495495495495	495.7070114039568
551.8018018018017	488.7015132253699
554.0540540540541	481.8229526177975
556.3063063063064	475.06852744377886
558.5585585585586	468.43550841689216
560.8108108108108	461.92123692420324
563.063063063063	455.5231229222113
565.3153153153153	449.2386429035273
567.5675675675676	443.06533793163766
569.8198198198198	437.00081174121675
572.0720720720722	431.042728901549
574.3243243243244	425.1888130407327
576.5765765765766	419.43684512841736
578.8288288288288	413.7846618149343
581.081081081081	408.2301538247517
583.3333333333334	402.7712644022791
585.5855855855856	397.40598780812076
587.8378378378379	392.1323678639517
590.0900900900901	386.94849654427134
592.3423423423424	381.8525126133458
594.5945945945946	376.8426003057296
596.8468468468468	371.91698804881213
599.0990990990991	367.0739472258982
601.3513513513514	362.31179097839316
603.6036036036037	357.6288730457093
605.8558558558559	353.0235866415796
608.1081081081081	348.49436336549616
610.3603603603603	344.03967214805914
612.6126126126126	339.6580182290541
614.8648648648649	335.3479421671284
617.1171171171171	331.1080188799792
619.3693693693695	326.9368567140026
621.6216216216217	322.8330965424019
623.8738738738739	318.79541089077975
626.1261261261261	314.8225030892854
628.3783783783783	310.9131064504165
630.6306306306307	307.06598347161105
632.8828828828829	303.2799250617987
635.1351351351352	299.5537497911051
